otu,Domain,Phylum,Class,Order,Family,Genus,Species
MH857751.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Dothideales,f__Dothideaceae,g__Dothidea,s__Dothidea_muelleri
AF062936.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Rhizopogonaceae,g__Rhizopogon,s__Rhizopogon_luteolus
MN014049.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_blumenaviensis
MK098917.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Hyaloriaceae,g__Myxarium,s__Myxarium_populinum
KT954949.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Amylocorticiales,f__Amylocorticiaceae,g__Anomoporia,s__Anomoporia_vesiculosa
DQ533976.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Gomphidiaceae,g__Gomphidius,s__Gomphidius_oregonensis
KY661103.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Podosphaera,s__Podosphaera_spiraeae
MT210484.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aquae-cooljarloo
EU707868.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Parateratosphaeria,s__Parateratosphaeria_marasasii
FJ372394.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Parateratosphaeria,s__Parateratosphaeria_altensteinii
HQ643727.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_pachycaule
KU518973.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__Tulostoma_calongei
OK664736.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Cylindromonium,s__Cylindromonium_everniae
HE962457.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Diversisporales,f__Gigasporaceae,g__Dentiscutata,s__Dentiscutata_savannicola
JN601032.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_microlaenae
MH930178.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clitocybaceae,g__Clitocybe,s__Clitocybe_trulliformis
HQ643738.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_parvum
FJ195643.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Phlegmacium,s__Phlegmacium_lepistoides
MG865581.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_ramorum
DQ238736.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Microbotryales,f__Microbotryaceae,g__Microbotryum,s__Microbotryum_parlatorei
AB054023.1,k__Eukaryota,p__Ascomycota,c__CUG-Ser1 clade,o__Saccharomycetales,f__Debaryomycetaceae,g__Schwanniomyces,s__Schwanniomyces_occidentalis
MT765550.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__Paraglomus_laccatum
MT731015.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Chytridiales,f__Chytriomycetaceae,g__Chytriomyces,s__Chytriomyces_hyalinus
AB180356.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,s__Exobasidium_cylindrosporum
MF034135.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Torulaceae,g__Torula,s__Torula_gaodangensis
MT177225.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_irregulare
HQ643539.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_flevoense
AF224428.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Physcia,s__Physcia_leptalea
MH858772.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Lachnaceae,g__Lachnellula,s__Lachnellula_flavovirens
AB478880.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Polyporus,s__Polyporus_longiporus
DQ974739.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pezizaceae,g__Peziza,s__Peziza_eriniae
MF959500.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Diatrypaceae,g__Allocryptovalsa,s__Allocryptovalsa_polyspora
AY583329.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Marchandiomyces,s__Marchandiomyces_lignicola
MF977965.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_mirum
MG877511.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Rhytismataceae,g__Lophodermium,s__Lophodermium_cf._molitoris
EU882110.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Virosphaerella,s__Virosphaerella_irregularis
KC992899.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_suavissima
EU692766.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,s__Exobasidium_japonicum
JN943808.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Spizellomyces_plurigibbosus
KU883293.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Trichomonascaceae,g__Sugiyamaella,s__Sugiyamaella_mastotermitis
KP347948.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_nagquensis
KF291072.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hygrophoraceae,g__Chromosera,s__Chromosera_citrinopallida
DQ494376.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,s__Hyalorbilia_leguminacea
JQ911749.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Clavulina,s__Clavulina_craterelloides
MZ922171.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Phaeophyscia,s__Phaeophyscia_hirsuta
U51964.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Dactylella,s__Dactylella_copepodii
GQ890701.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Xeromphalina,s__Xeromphalina_setulipes
MT252565.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,s__Leucoagaricus_meleagris
MZ151847.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_rileyi
MH862012.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Lachnocladiaceae,g__Scytinostroma,s__Scytinostroma_decidens
KR494276.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Punctulariaceae,g__Punctulariopsis,s__Punctulariopsis_efibulata
AJ390433.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Nemania,s__Nemania_serpens
MZ647500.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__Auricularia_conferta
AM233511.3,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Pichiaceae,g__Pichia,s__Pichia_cecembensis
MF372800.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Ostropales,f__Graphidaceae,g__Taitaia,s__Taitaia_aurea
FJ427042.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Cumuliphoma,s__Cumuliphoma_omnivirens
GQ856141.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Tubeufiales,f__Tubeufiaceae,g__Acanthostigmina,s__Acanthostigmina_scopula
KY026622.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Paramycetinis,s__Paramycetinis_austrobrevipes
MW783443.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Buchwaldoboletus,s__Buchwaldoboletus_xylophilus
MT908244.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__Lycoperdon_chilense
MZ636980.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Vitreoporus,s__Vitreoporus_orientalis
MW980566.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Hydnaceae,g__Hydnum,s__Hydnum_pallidomarginatum
KU882890.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clavariaceae,g__Hodophilus,s__Hodophilus_smithii
HF912358.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__Psilocybe_pelliculosa
AF444558.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Kondoaceae,g__Bensingtonia,s__Bensingtonia_naganoensis
EF585665.2,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Rhizophydiales,f__Globomycetaceae,g__Globomyces,s__Globomyces_pollinis-pini
MG865499.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_gibbosa
JQ724383.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_tuberculata
MH864049.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Capnodiales,f__unidentified,g__Microcyclospora,s__Microcyclospora_pomicola
HQ542909.1,k__Eukaryota,p__Zoopagomycota,c__Opisthokonta,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,s__Ramicandelaber_fabisporus
LR583730.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_lichenicola
JN206268.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Backusellaceae,g__Backusella,s__Backusella_lamprospora
MT370347.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Durella,s__Durella_macrospora
AB453879.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_pseudorobusta
JQ414277.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Ophiognomonia,s__Ophiognomonia_lenticulispora
HG007985.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_chocenensis
MW797104.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Diatrypaceae,g__Eutypa,s__Eutypa_cerasi
KP276179.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Tuberaceae,g__Tuber,s__Tuber_xuanhuaense
DQ278922.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Sporocadaceae,g__Sarcostroma,s__Sarcostroma_restionis
HG003669.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_tsunedae
MW508984.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Lentinula,s__Lentinula_edodes
MF381009.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hirschioporaceae,g__Nigrohirschioporus,s__Nigrohirschioporus_griseofuscus
JN040513.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_nigricans
MT304651.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_shandongense
KX832823.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Tranzscheliella,s__Tranzscheliella_reverdattoana
MN973577.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymellaceae,g__Calophoma,s__Calophoma_parvula
MK478455.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Venturiales,f__Venturiaceae,g__Venturia,s__Venturia_pyrina
MZ325256.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Heteroradulum,s__Heteroradulum_australiense
KT207818.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Lindgomycetaceae,g__Lindgomyces,s__Lindgomyces_madisonensis
JX049990.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Stereaceae,g__Amylostereum,s__Amylostereum_laevigatum
KT222350.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_gemma
MK172828.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Laetiporus,s__Laetiporus_cremeiporus
KY266853.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Parmeliopsis,s__Parmeliopsis_hyperopta
EU167597.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,s__Mycosphaerella_flageoletiana
MH155962.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_amaura
KM507324.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_austroafricanum
KM586164.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Geastrales,f__Sphaerobolaceae,g__Sphaerobolus,s__Sphaerobolus_stellatus
KR364006.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactifluus,s__Lactifluus_pilosus
MF964301.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_magellanicoalbus
FJ167350.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Sporisorium,s__Sporisorium_reilianum
AJ486957.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Calvatia,s__Calvatia_fragilis
KR011128.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_brunneoalbus
AY487956.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Geastrales,f__Geastraceae,g__Nidulariopsis,s__Nidulariopsis_iowensis
KP843880.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Russula,s__Russula_variata
KX964331.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_evernius
AY740019.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Sporisorium,s__Sporisorium_ophiuri
DQ450005.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Mycetinis,s__Mycetinis_opacus
EU837242.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Pezizales,f__Pyronemataceae,g__Paurocotylis,s__Paurocotylis_bynumii
MH862830.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Xylariaceae,g__Nemania,s__Nemania_macrocarpa
KF988364.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Geastrales,f__Geastraceae,g__Geastrum,s__Geastrum_thanatophilum
JQ619171.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Octaviania,s__Octaviania_kobayasii
MK069421.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Lasionectria,s__Lasionectria_hilhorstii
MK636543.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Hyaloriaceae,g__Protomerulius,s__Protomerulius_subreflexus
JN257997.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Octaviania,s__Octaviania_celatifilia
KP257134.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Clavaria_rosea
JQ279608.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaetopsis,s__Hymenochaetopsis_intricata
LC014576.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Neokalmusia,s__Neokalmusia_scabrispora
JQ281490.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_caespitosum
JN899325.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,s__Talaromyces_pittii
KP658134.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Ramaria,s__Ramaria_gelatiniaurantia
KC345727.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gloeophyllales,f__Gloeophyllaceae,g__Hispidaedalea,s__Hispidaedalea_imponens
MT935369.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_radicosissimus
KU904823.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_castanea
KC951283.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Tulasnellaceae,g__Tulasnella,s__Tulasnella_amonilioides
KR909314.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__unidentified,g__Pseudochaetosphaeronema,s__Pseudochaetosphaeronema_martinelli
AF182961.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_thlaspeos
MK334213.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_microsporus
KU940145.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Apiospora,s__Apiospora_thailandica
MW883403.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Xylariales,f__Apiosporaceae,g__Apiospora,s__Apiospora_stipae
KJ415548.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__Curvularia_heteropogonicola
KT364753.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Magnaporthaceae,g__Magnaporthiopsis,s__Magnaporthiopsis_agrostidis
AY615141.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Neofusicoccum,s__Neofusicoccum_eucalypticola
MN622687.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Kriegeriales,f__Camptobasidiaceae,g__Cryolevonia,s__Cryolevonia_giraudoae
JQ837484.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Pleurotus,s__Pleurotus_cornucopiae
AY608611.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Peronospora,s__Peronospora_trigonotidis
KU962988.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_japonica
MH756069.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Stigmatodiscales,f__Stigmatodiscaceae,g__Stigmatodiscus,s__Stigmatodiscus_oculatus
MZ064433.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,s__Knufia_walvisbayicola
HQ643737.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_paroecandrum
GU049480.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Coleosporiaceae,g__Rossmanomyces,s__Rossmanomyces_monesis
JX217823.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__unidentified,g__Neohypochnicium,s__Neohypochnicium_pini
HQ643714.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_okanoganense
KT215233.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__Orbilia_myriosphaera
KT275194.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Acanthocorticium,s__Acanthocorticium_brueggemannii
FJ899614.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_fontinalis
MK636539.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Hyaloriaceae,g__Protomerulius,s__Protomerulius_substuppeus
MN937235.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Tetraplosphaeriaceae,g__Tetraploa,s__Tetraploa_thrayabahubeeja
MF358736.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Dissoderma,s__Dissoderma_fimbriatum
MH508307.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Amanitaceae,g__Amanita,s__Amanita_cinereoradicata
EU254801.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Gnomonia,s__Gnomonia_virginianae
KY101801.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Bulleribasidiaceae,g__Bulleribasidium,s__Bulleribasidium_foliicola
MW175312.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Neocallimastigales,f__Neocallimastigaceae,g__Orpinomyces,s__Orpinomyces_joyonii
GU367070.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Plagiostoma,s__Plagiostoma_dilatatum
MH999510.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Phaeomoniellales,f__unidentified,g__Moristroma,s__Moristroma_germanicum
KC152380.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Cantharellales,f__Tulasnellaceae,g__Tulasnella,s__Tulasnella_tomaculum
MN190239.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces_glandulariae
GU138714.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Rhytismatales,f__Rhytismataceae,g__Lophodermium,s__Lophodermium_jiangnanense
KX720570.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__Verrucaria_ahtii
KY970069.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Junghuhnia,s__Junghuhnia_subundata
LC131359.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_mangiferae
HQ725084.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Hypogymnia,s__Hypogymnia_pruinosa
KX228257.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Dictyosporiaceae,g__Dendryphiella,s__Dendryphiella_paravinosa
AF444475.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,s__Kockovaella_distylii
JN995638.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Pleotrichocladium,s__Pleotrichocladium_opacum
AF444477.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,s__Kockovaella_machilophila
OM907741.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Discinellaceae,g__Lemonniera,s__Lemonniera_cornuta
MK277297.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Melampsoraceae,g__Melampsora,s__Melampsora_salicis-cavaleriei
MG783380.1,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_austrocedri
KM217365.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Dietelia,s__Dietelia_duguetiae
AY259134.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Cadophora,s__Cadophora_dextrinospora
JQ766466.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_pauciseptata
MW969658.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Atheniella,s__Atheniella_rutila
DQ235509.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Usnea,s__Usnea_trachycarpa
FJ917619.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Marasmiaceae,g__Marasmius,s__Marasmius_graminicola
MZ997386.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Agrocybe,s__Agrocybe_smaragdina
